TargetId	RightAscension	Declination	RfFreq	SigType	Drift	Date	Beam
1664974	2.401358	38.050460	1,648.533880	Pul	-1.605	NULL	3
140878	2.447500	37.550556	1,648.518704	Pul	0.354	NULL	1
140878	2.447500	37.550556	1,649.392415	Pul	-0.761	NULL	1
1664974	2.401358	38.050460	1,652.937362	Pul	0.151	NULL	3
112834	17.332778	28.466208	1,419.016555	Pul	0.392	NULL	3
112834	17.332778	28.466208	1,419.016274	Pul	-1.364	NULL	3
112834	17.332778	28.466208	1,419.019137	Pul	-1.206	NULL	3
112834	17.332778	28.466208	1,419.022443	Pul	0.294	NULL	3
112834	17.332778	28.466208	1,419.023941	Pul	1.059	NULL	3
112834	17.332778	28.466208	1,423.939543	Pul	-1.345	NULL	3
112764	17.236555	29.569355	1,427.204097	Pul	0.109	NULL	2
112764	17.236555	29.569355	1,427.205614	Pul	-0.226	NULL	2
112764	17.236555	29.569355	1,427.205923	Pul	-0.648	NULL	2
112764	17.236555	29.569355	1,427.206166	Pul	-1.285	NULL	2
112764	17.236555	29.569355	1,427.208670	Pul	-1.168	NULL	2
112764	17.236555	29.569355	1,427.211747	Pul	0.313	NULL	2
112764	17.236555	29.569355	1,425.567216	Pul	-0.075	NULL	2
112834	17.332778	28.466208	1,427.205399	Pul	-0.738	NULL	3
112834	17.332778	28.466208	1,427.209300	Pul	-0.286	NULL	3
112834	17.332778	28.466208	1,427.213714	Pul	-1.277	NULL	3
112834	17.332778	28.466208	1,427.214868	Pul	0.411	NULL	3
112764	17.236555	29.569355	1,428.023792	Pul	0.053	NULL	2
112764	17.236555	29.569355	1,428.025319	Pul	-0.181	NULL	2
112764	17.236555	29.569355	1,428.028192	Pul	0.264	NULL	2
112764	17.236555	29.569355	1,428.030893	Pul	0.445	NULL	2
112764	17.236555	29.569355	1,428.031945	Pul	0.381	NULL	2
112764	17.236555	29.569355	1,428.034584	Pul	0.369	NULL	2
112764	17.236555	29.569355	1,428.890360	CwP	-0.111	NULL	2
112764	17.236555	29.569355	1,423.927119	Pul	-0.234	NULL	2
112834	17.332778	28.466208	1,415.734546	Pul	-0.377	NULL	3
112834	17.332778	28.466208	1,415.734816	Pul	-0.983	NULL	3
112834	17.332778	28.466208	1,415.737529	Pul	0.332	NULL	3
112834	17.332778	28.466208	1,415.739637	Pul	-1.078	NULL	3
112834	17.332778	28.466208	1,415.742087	Pul	-0.723	NULL	3
112834	17.332778	28.466208	1,415.742116	Pul	-1.413	NULL	3
112834	17.332778	28.466208	1,429.660806	Pul	0.026	NULL	3
112834	17.332778	28.466208	1,429.661610	Pul	0.008	NULL	3
112834	17.332778	28.466208	1,429.669498	Pul	-0.565	NULL	3
113130	17.803634	38.232586	1,428.254454	CwP	0.280	NULL	2
113130	17.803634	38.232586	1,428.275832	CwP	-0.117	NULL	2
113130	17.803634	38.232586	1,427.324581	CwP	0.642	NULL	2
140812	17.886961	37.211767	1,427.204456	Pul	0.482	NULL	3
113130	17.803634	38.232586	1,428.874465	Pul	-0.965	NULL	2
113130	17.803634	38.232586	1,425.590977	CwP	-0.341	NULL	2
2617189	17.927011	-29.109330	1,414.391682	CwP	0.179	NULL	3
2617189	17.927011	-29.109330	1,411.664717	Pul	0.844	NULL	3
2617189	17.927011	-29.109330	1,423.709085	CwP	0.165	NULL	3
2617189	17.927011	-29.109330	1,410.837454	Pul	-0.158	NULL	3
2617189	17.927011	-29.109330	1,410.944678	CwP	-0.881	NULL	3
2617189	17.927011	-29.109330	1,410.020203	Pul	0.411	NULL	3
2617189	17.927011	-29.109330	1,410.020649	Pul	0.128	NULL	3
2617189	17.927011	-29.109330	1,419.894406	CwP	0.746	NULL	3
2617189	17.927011	-29.109330	1,415.757188	Pul	0.041	NULL	3
2617189	17.927011	-29.109330	1,415.765483	Pul	0.558	NULL	3
2617189	17.927011	-29.109330	1,428.879809	Pul	0.185	NULL	3
112834	17.332778	28.466208	1,414.096782	Pul	-0.113	NULL	3
2617189	17.927011	-29.109330	1,428.904357	CwP	-0.297	NULL	3
112834	17.332778	28.466208	1,414.098530	Pul	0.139	NULL	3
2617189	17.927011	-29.109330	1,413.663877	CwP	0.122	NULL	3
112834	17.332778	28.466208	1,414.101541	Pul	-0.354	NULL	3
2617189	17.927011	-29.109330	1,413.673608	CwP	-0.215	NULL	3
112834	17.332778	28.466208	1,414.104883	Pul	1.142	NULL	3
2617189	17.927011	-29.109330	1,423.955464	CwP	0.585	NULL	3
112834	17.332778	28.466208	1,414.105341	Pul	-0.064	NULL	3
2617189	17.927011	-29.109330	1,429.733121	Pul	1.206	NULL	3
112834	17.332778	28.466208	1,414.107463	Pul	-0.177	NULL	3
2617189	17.927011	-29.109330	1,429.736192	Pul	-1.224	NULL	3
112834	17.332778	28.466208	1,414.108198	Pul	-0.426	NULL	3
2617189	17.927011	-29.109330	1,422.482906	CwP	-0.558	NULL	3
112764	17.236555	29.569355	1,423.108479	Pul	1.175	NULL	2
2617189	17.927011	-29.109330	1,422.734953	CwP	0.488	NULL	3
112764	17.236555	29.569355	1,411.644645	Pul	0.211	NULL	2
2617189	17.927011	-29.109330	1,427.642426	CwP	-0.283	NULL	3
112764	17.236555	29.569355	1,411.646788	Pul	0.256	NULL	2
2617189	17.927011	-29.109330	1,427.658571	CwP	0.090	NULL	3
112764	17.236555	29.569355	1,411.647276	Pul	-1.070	NULL	2
112764	17.236555	29.569355	1,411.648961	Pul	-1.100	NULL	2
112764	17.236555	29.569355	1,411.650361	Pul	-0.294	NULL	2
112834	17.332778	28.466208	1,421.495374	Pul	1.300	NULL	3
112834	17.332778	28.466208	1,410.887024	Pul	1.134	NULL	3
112764	17.236555	29.569355	1,414.097848	Pul	-0.109	NULL	2
112764	17.236555	29.569355	1,414.098626	Pul	-0.723	NULL	2
112764	17.236555	29.569355	1,414.099380	Pul	-0.339	NULL	2
112764	17.236555	29.569355	1,414.101899	Pul	-0.603	NULL	2
112764	17.236555	29.569355	1,414.104511	Pul	0.456	NULL	2
112764	17.236555	29.569355	1,413.276940	Pul	-0.637	NULL	2
112764	17.236555	29.569355	1,413.277297	Pul	-0.821	NULL	2
112834	17.332778	28.466208	1,413.283548	Pul	0.143	NULL	3
112834	17.332778	28.466208	1,413.285155	Pul	0.154	NULL	3
112764	17.236555	29.569355	1,410.000896	Pul	0.173	NULL	2
112764	17.236555	29.569355	1,410.002949	Pul	-0.241	NULL	2
112764	17.236555	29.569355	1,410.005884	Pul	0.705	NULL	2
112764	17.236555	29.569355	1,410.006373	Pul	0.475	NULL	2
112764	17.236555	29.569355	1,429.661047	Pul	0.599	NULL	2
112764	17.236555	29.569355	1,429.662039	Pul	1.085	NULL	2
112764	17.236555	29.569355	1,429.663205	Pul	-0.275	NULL	2
112764	17.236555	29.569355	1,429.666108	Pul	-0.810	NULL	2
112834	17.332778	28.466208	1,414.915974	Pul	-0.128	NULL	3
112834	17.332778	28.466208	1,414.920375	Pul	-1.047	NULL	3
112834	17.332778	28.466208	1,419.013717	Pul	0.196	NULL	3
103985	5.205932	-26.552762	1,424.649595	Pul	0.912	2011-02-02 04:28:18	3
103985	5.205932	-26.552762	1,415.523078	Pul	-0.369	2011-02-02 04:28:18	3
103985	5.205932	-26.552762	1,418.713895	Pul	1.168	2011-02-02 04:28:18	3
103891	5.045376	-26.635076	1,413.501582	Pul	1.341	2011-02-02 04:28:18	2
140698	5.133614	-26.797471	1,415.523177	Pul	-0.105	2011-02-02 04:28:18	1
103985	5.205932	-26.552762	1,445.024809	Pul	0.143	2011-02-02 04:31:08	3
2520570	5.217558	-27.090006	1,457.634039	Pul	0.362	2011-02-02 04:39:38	3
103985	5.205932	-26.552762	1,457.626765	Pul	0.445	2011-02-02 04:39:38	2
103985	5.205932	-26.552762	1,457.627108	Pul	-0.543	2011-02-02 04:39:38	2
103985	5.205932	-26.552762	1,457.632763	Pul	-0.226	2011-02-02 04:39:38	2
103985	5.205932	-26.552762	1,457.633445	Pul	0.188	2011-02-02 04:39:38	2
103985	5.205932	-26.552762	1,457.634108	Pul	0.166	2011-02-02 04:39:38	2
103985	5.205932	-26.552762	1,462.672231	Pul	-1.326	2011-02-02 04:39:38	2
140698	5.133614	-26.797471	1,457.630150	Pul	-1.206	2011-02-02 04:39:38	1
140698	5.133614	-26.797471	1,457.632633	Pul	-0.723	2011-02-02 04:39:38	1
103985	5.205932	-26.552762	1,449.987484	Pul	-0.151	2011-02-02 04:39:38	2
140698	5.133614	-26.797471	1,459.704434	Pul	-1.183	2011-02-02 04:39:38	1
2520570	5.217558	-27.090006	1,476.543145	Pul	0.015	2011-02-02 04:42:28	3
140698	5.133614	-26.797471	1,481.292860	Pul	-0.068	2011-02-02 04:42:28	1
2520561	5.206082	-26.910848	1,503.438564	Pul	0.686	2011-02-02 04:50:59	3
103985	5.205932	-26.552762	1,498.517287	Pul	0.316	2011-02-02 04:50:59	2
2520561	5.206082	-26.910848	1,495.878446	Pul	-0.520	2011-02-02 04:50:59	3
103985	5.205932	-26.552762	1,499.975464	Pul	0.452	2011-02-02 04:50:59	2
103985	5.205932	-26.552762	1,523.123737	Pul	1.319	2011-02-02 04:53:48	2
2520561	5.206082	-26.910848	1,508.982690	Pul	0.083	2011-02-02 04:53:48	3
103985	5.205932	-26.552762	1,513.172197	Pul	0.965	2011-02-02 04:53:48	2
140698	5.133614	-26.797471	1,513.281034	Pul	0.445	2011-02-02 04:53:48	1
2520561	5.206082	-26.910848	1,511.087379	Pul	-0.482	2011-02-02 04:53:48	3
140698	5.133614	-26.797471	1,520.662534	Pul	-0.618	2011-02-02 04:53:48	1
140698	5.133614	-26.797471	1,511.092527	Pul	-0.761	2011-02-02 04:53:48	1
2520561	5.206082	-26.910848	1,545.199776	Pul	-0.339	2011-02-02 04:53:48	3
140698	5.133614	-26.797471	1,509.026629	Pul	-0.482	2011-02-02 04:53:48	1
