TargetId	RightAscension	Declination	RfFreq	SigType	Drift	Date	Beam
150067	19.172500	47.600000	1,417.883980	Pul	-0.414	2012-02-16 10:22:42	2
150009	19.110400	46.783500	1,412.518436	Pul	1.040	2012-02-16 10:22:42	1
150067	19.172500	47.600000	1,406.840977	CwP	0.546	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,406.848419	CwP	0.642	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,414.191934	CwP	0.561	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,414.197274	CwP	0.550	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,405.592477	CwP	0.572	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,405.618056	CwP	0.496	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,406.214078	Pul	0.090	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,406.224165	Pul	0.324	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,402.546614	Pul	0.656	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,403.106230	CwP	0.570	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,403.119011	CwP	0.494	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,407.474932	Pul	0.075	2012-02-16 10:22:42	2
150009	19.110400	46.783500	1,406.223209	Pul	-0.173	2012-02-16 10:22:42	1
150009	19.110400	46.783500	1,406.223577	Pul	-0.520	2012-02-16 10:22:42	1
150009	19.110400	46.783500	1,406.223941	Pul	-0.882	2012-02-16 10:22:42	1
150009	19.110400	46.783500	1,406.225413	Pul	-0.377	2012-02-16 10:22:42	1
150009	19.110400	46.783500	1,406.227466	Pul	0.053	2012-02-16 10:22:42	1
150009	19.110400	46.783500	1,406.227786	Pul	-0.505	2012-02-16 10:22:42	1
150009	19.110400	46.783500	1,406.233046	CwP	-0.487	2012-02-16 10:22:42	1
150067	19.172500	47.600000	1,411.711041	CwP	0.544	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,411.775052	CwP	0.582	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,411.839043	CwP	0.548	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,411.864634	CwP	0.526	2012-02-16 10:22:42	2
150009	19.110400	46.783500	1,414.222872	CwP	0.546	2012-02-16 10:22:42	1
150067	19.172500	47.600000	1,409.250409	CwP	0.546	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,409.257825	CwP	0.495	2012-02-16 10:22:42	2
150009	19.110400	46.783500	1,411.804228	Pul	-0.098	2012-02-16 10:22:42	1
150067	19.172500	47.600000	1,419.092949	CwP	0.582	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,419.105738	CwP	0.541	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,404.329126	CwP	0.474	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,404.349361	CwP	0.599	2012-02-16 10:22:42	2
150009	19.110400	46.783500	1,417.862614	CwP	0.524	2012-02-16 10:22:42	1
150067	19.172500	47.600000	1,415.427597	CwP	0.571	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,417.870088	CwP	0.512	2012-02-16 10:22:42	2
150067	19.172500	47.600000	1,432.813033	CwP	-0.085	2012-02-16 10:25:22	2
150009	19.110400	46.783500	1,435.445651	CwP	-0.045	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,435.447251	CwP	-0.045	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,435.769730	CwP	0.087	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,430.335662	CwP	-0.046	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,430.337262	CwP	-0.047	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,430.648541	CwP	0.084	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,430.650143	CwP	0.093	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,430.651741	CwP	0.086	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,430.653341	CwP	0.085	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,430.654941	CwP	0.086	2012-02-16 10:25:22	1
150067	19.172500	47.600000	1,432.073049	Pul	-0.558	2012-02-16 10:25:22	2
150009	19.110400	46.783500	1,422.877149	Pul	-0.422	2012-02-16 10:25:22	1
150067	19.172500	47.600000	1,433.882157	CwP	-0.197	2012-02-16 10:25:22	2
150009	19.110400	46.783500	1,425.549751	CwP	0.082	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,425.550551	CwP	0.081	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,425.551351	CwP	0.081	2012-02-16 10:25:22	1
150009	19.110400	46.783500	1,424.072957	CwP	-0.028	2012-02-16 10:25:22	1
150067	19.172500	47.600000	1,425.018546	Pul	1.115	2012-02-16 10:25:22	2
150067	19.172500	47.600000	1,425.019564	CwP	0.022	2012-02-16 10:25:22	2
150067	19.172500	47.600000	1,429.668246	Pul	0.098	2012-02-16 10:25:22	2
150009	19.110400	46.783500	1,429.668090	Pul	-0.520	2012-02-16 10:25:22	1
150067	19.172500	47.600000	1,457.620242	Pul	-0.377	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,457.630387	Pul	-0.897	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,452.795015	CwP	-0.112	2012-02-16 10:43:43	2
150009	19.110400	46.783500	1,456.077457	CwP	-0.189	2012-02-16 10:43:43	1
150067	19.172500	47.600000	1,440.319788	Pul	-0.249	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,451.984411	CwP	-0.018	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,453.578644	Pul	-0.136	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,456.490445	CwP	-0.012	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,449.991459	CwP	-0.260	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,444.954998	CwP	-0.246	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,445.019011	CwP	-0.201	2012-02-16 10:43:43	2
150067	19.172500	47.600000	1,449.891325	Pul	0.821	2012-02-16 10:43:43	2
150009	19.110400	46.783500	1,444.954999	CwP	-0.240	2012-02-16 10:43:43	1
150009	19.110400	46.783500	1,457.626515	Pul	0.339	2012-02-16 10:43:43	1
150009	19.110400	46.783500	1,457.628510	Pul	-1.153	2012-02-16 10:43:43	1
150067	19.172500	47.600000	1,474.559304	CwP	-0.357	2012-02-16 10:46:22	2
150067	19.172500	47.600000	1,478.199049	CwP	-0.366	2012-02-16 10:46:22	2
150067	19.172500	47.600000	1,476.371988	Pul	-0.558	2012-02-16 10:46:22	2
150067	19.172500	47.600000	1,474.482495	CwP	-0.386	2012-02-16 10:46:22	2
150009	19.110400	46.783500	1,460.041799	CwP	0.133	2012-02-16 10:46:22	1
150067	19.172500	47.600000	1,462.885183	Pul	0.919	2012-02-16 10:46:22	2
150009	19.110400	46.783500	1,463.478302	Pul	0.407	2012-02-16 10:46:22	1
